0.000000000000000000e+00,0.000000000000000000e+00
3.201562118530273438e+01,2.357107587158679962e-04
7.473285675048828125e+01,2.499262839555740356e-01
1.772004508972167969e+01,6.631570431636646390e-05
6.705221557617187500e+01,3.989486098289489746e-01
3.124099922180175781e+01,1.756001450121402740e-02
6.529930877685546875e+01,4.866691231727600098e-01
5.573149871826171875e+01,2.803855240345001221e-01
7.088018035888671875e+01,5.851404666900634766e-01
3.008321762084960938e+01,4.702968150377273560e-02
1.005683822631835938e+02,1.276005744934082031e+00
8.558621215820312500e+01,1.378371477127075195e+00
6.847627258300781250e+01,7.804396152496337891e-01
8.732124328613281250e+01,1.482437729835510254e+00
4.210700607299804688e+01,1.365049183368682861e-02
2.785677719116210938e+01,4.537304397672414780e-03
8.521150207519531250e+01,1.455759167671203613e+00
6.181423950195312500e+01,2.806625366210937500e-01
6.670832061767578125e+01,1.836410164833068848e-01
3.891015243530273438e+01,4.225851967930793762e-02
3.201562118530273438e+01,2.357107587158679962e-04
0.000000000000000000e+00,0.000000000000000000e+00
4.365776062011718750e+01,2.655126154422760010e-01
3.138471031188964844e+01,5.520770791918039322e-04
6.609841156005859375e+01,4.185788035392761230e-01
2.247220420837402344e+01,2.186467126011848450e-02
5.903388977050781250e+01,5.083256363868713379e-01
6.053924179077148438e+01,2.968803644180297852e-01
4.167733383178710938e+01,6.088643074035644531e-01
3.580502700805664062e+01,5.392434075474739075e-02
8.367198181152343750e+01,1.310926675796508789e+00
6.082762527465820312e+01,1.414656877517700195e+00
4.404542922973632812e+01,8.078016042709350586e-01
6.688796234130859375e+01,1.520059466361999512e+00
1.019803905487060547e+01,1.747371815145015717e-02
1.081665420532226562e+01,2.704690676182508469e-03
6.300793457031250000e+01,1.493042945861816406e+00
3.101612472534179688e+01,2.971654236316680908e-01
3.584689712524414062e+01,1.970351338386535645e-01
1.824828720092773438e+01,4.880637302994728088e-02
7.473285675048828125e+01,2.499262839555740356e-01
4.365776062011718750e+01,2.655126154422760010e-01
0.000000000000000000e+00,0.000000000000000000e+00
6.800735473632812500e+01,2.418503463268280029e-01
9.596353149414062500e+01,1.734423264861106873e-02
6.080295944213867188e+01,1.349916309118270874e-01
8.558621215820312500e+01,3.908152133226394653e-02
9.558765411376953125e+01,8.754571899771690369e-04
3.634556198120117188e+01,7.023476064205169678e-02
7.602631378173828125e+01,8.012466132640838623e-02
9.119758605957031250e+01,3.964943289756774902e-01
5.900847244262695312e+01,4.544302225112915039e-01
5.069516754150390625e+01,1.470712125301361084e-01
7.224956512451171875e+01,5.149895548820495605e-01
3.361547088623046875e+01,1.467586755752563477e-01
4.738143157958984375e+01,3.218131661415100098e-01
6.612110137939453125e+01,4.993149638175964355e-01
2.863564300537109375e+01,8.910023607313632965e-04
8.062257766723632812e+00,5.096924491226673126e-03
5.032891845703125000e+01,8.664634078741073608e-02
1.772004508972167969e+01,6.631570431636646390e-05
3.138471031188964844e+01,5.520770791918039322e-04
6.800735473632812500e+01,2.418503463268280029e-01
0.000000000000000000e+00,0.000000000000000000e+00
8.237718200683593750e+01,3.887277543544769287e-01
4.159326934814453125e+01,1.546808518469333649e-02
7.905693817138671875e+01,4.753734171390533447e-01
7.211102294921875000e+01,2.718276977539062500e-01
7.306161499023437500e+01,5.727481842041015625e-01
4.539823913574218750e+01,4.356396943330764771e-02
1.109414291381835938e+02,1.257674336433410645e+00
9.143850708007812500e+01,1.359316349029541016e+00
7.433034515380859375e+01,7.661176323890686035e-01
9.577577972412109375e+01,1.462673902511596680e+00
3.956008148193359375e+01,1.181392371654510498e-02
2.213594436645507812e+01,5.700697191059589386e-03
9.265527343750000000e+01,1.436174511909484863e+00
6.216912460327148438e+01,2.721004486083984375e-01
6.003332519531250000e+01,1.767278462648391724e-01
4.534313583374023438e+01,3.897675871849060059e-02
6.705221557617187500e+01,3.989486098289489746e-01
6.609841156005859375e+01,4.185788035392761230e-01
9.596353149414062500e+01,1.734423264861106873e-02
8.237718200683593750e+01,3.887277543544769287e-01
0.000000000000000000e+00,0.000000000000000000e+00
4.418144226074218750e+01,2.491103857755661011e-01
1.166190338134765625e+01,4.355070181190967560e-03
1.421267032623291016e+01,1.042632572352886200e-02
6.511528015136718750e+01,1.777446269989013672e-02
3.710795211791992188e+01,1.720262914896011353e-01
4.827007293701171875e+01,2.479845136404037476e-01
5.793962478637695312e+01,2.942160665988922119e-01
5.060632324218750000e+01,6.340380758047103882e-02
4.767599105834960938e+01,3.433142602443695068e-01
7.051950073242187500e+01,2.650071680545806885e-01
7.424284362792968750e+01,4.885776638984680176e-01
5.096076965332031250e+01,3.305384218692779541e-01
6.780117797851562500e+01,1.037298236042261124e-02
9.091754150390625000e+01,4.124564304947853088e-02
4.933558654785156250e+01,1.815228909254074097e-01
3.124099922180175781e+01,1.756001450121402740e-02
2.247220420837402344e+01,2.186467126011848450e-02
6.080295944213867188e+01,1.349916309118270874e-01
4.159326934814453125e+01,1.546808518469333649e-02
4.418144226074218750e+01,2.491103857755661011e-01
0.000000000000000000e+00,0.000000000000000000e+00
3.847076797485351562e+01,3.193408846855163574e-01
3.807886505126953125e+01,1.576091647148132324e-01
4.400000000000000000e+01,3.999683260917663574e-01
1.526433753967285156e+01,7.114767096936702728e-03
6.981404113769531250e+01,9.941886067390441895e-01
5.503635025024414062e+01,1.084777474403381348e+00
3.827531814575195312e+01,5.638668537139892578e-01
5.608029937744140625e+01,1.177311420440673828e+00
2.920616340637207031e+01,2.458273083902895451e-04
3.006659317016601562e+01,3.994950279593467712e-02
5.408327102661132812e+01,1.153549671173095703e+00
3.832753753662109375e+01,1.578168869018554688e-01
5.390732955932617188e+01,8.762744814157485962e-02
1.140175437927246094e+01,5.336969625204801559e-03
6.529930877685546875e+01,4.866691231727600098e-01
5.903388977050781250e+01,5.083256363868713379e-01
8.558621215820312500e+01,3.908152133226394653e-02
7.905693817138671875e+01,4.753734171390533447e-01
1.166190338134765625e+01,4.355070181190967560e-03
3.847076797485351562e+01,3.193408846855163574e-01
0.000000000000000000e+00,0.000000000000000000e+00
2.121320343017578125e+01,2.825839258730411530e-02
5.374011611938476562e+01,4.533052444458007812e-03
3.551056289672851562e+01,2.311238944530487061e-01
4.071854782104492188e+01,1.866132020950317383e-01
4.648655700683593750e+01,2.269797623157501221e-01
3.905124664306640625e+01,3.452467918395996094e-02
3.705401611328125000e+01,2.703348100185394287e-01
6.216912460327148438e+01,3.373070657253265381e-01
6.811754608154296875e+01,5.851886868476867676e-01
3.981205749511718750e+01,2.590115368366241455e-01
5.714017868041992188e+01,2.817053161561489105e-02
8.095677947998046875e+01,7.240577042102813721e-02
4.130375289916992188e+01,2.421112060546875000e-01
5.573149871826171875e+01,2.803855240345001221e-01
6.053924179077148438e+01,2.968803644180297852e-01
9.558765411376953125e+01,8.754571899771690369e-04
7.211102294921875000e+01,2.718276977539062500e-01
1.421267032623291016e+01,1.042632572352886200e-02
3.807886505126953125e+01,1.576091647148132324e-01
2.121320343017578125e+01,2.825839258730411530e-02
0.000000000000000000e+00,0.000000000000000000e+00
6.860028839111328125e+01,5.542741343379020691e-02
2.707397270202636719e+01,9.775073081254959106e-02
6.135144805908203125e+01,3.601077795028686523e-01
6.609841156005859375e+01,4.154140949249267578e-01
5.554277801513671875e+01,1.252526491880416870e-01
5.800862121582031250e+01,4.733985364437103271e-01
6.673080444335937500e+01,1.703040301799774170e-01
6.718630981445312500e+01,3.562584817409515381e-01
6.020797348022460938e+01,4.583751559257507324e-01
6.876772308349609375e+01,6.840160438059683656e-08
8.964373779296875000e+01,1.019713748246431351e-02
4.604345703125000000e+01,1.049407869577407837e-01
7.088018035888671875e+01,5.851404666900634766e-01
4.167733383178710938e+01,6.088643074035644531e-01
3.634556198120117188e+01,7.023476064205169678e-02
7.306161499023437500e+01,5.727481842041015625e-01
6.511528015136718750e+01,1.777446269989013672e-02
4.400000000000000000e+01,3.999683260917663574e-01
5.374011611938476562e+01,4.533052444458007812e-03
6.860028839111328125e+01,5.542741343379020691e-02
0.000000000000000000e+00,0.000000000000000000e+00
5.755866622924804688e+01,3.003932237625122070e-01
5.500909042358398438e+01,1.329765915870666504e-01
2.376972770690917969e+01,1.673595160245895386e-01
1.526433753967285156e+01,1.403756439685821533e-02
3.601388549804687500e+01,2.048552334308624268e-01
3.471310806274414062e+01,4.200457632541656494e-01
5.161395263671875000e+01,6.927302479743957520e-01
3.001666259765625000e+01,1.950139254331588745e-01
1.220655536651611328e+01,5.530434101819992065e-02
3.512833786010742188e+01,1.131724640727043152e-01
3.313608169555664062e+01,3.129014372825622559e-01
3.008321762084960938e+01,4.702968150377273560e-02
3.580502700805664062e+01,5.392434075474739075e-02
7.602631378173828125e+01,8.012466132640838623e-02
4.539823913574218750e+01,4.356396943330764771e-02
3.710795211791992188e+01,1.720262914896011353e-01
1.526433753967285156e+01,7.114767096936702728e-03
3.551056289672851562e+01,2.311238944530487061e-01
2.707397270202636719e+01,9.775073081254959106e-02
5.755866622924804688e+01,3.003932237625122070e-01
0.000000000000000000e+00,0.000000000000000000e+00
7.310950469970703125e+01,8.330959677696228027e-01
6.476110076904296875e+01,9.161884784698486328e-01
4.925444030761718750e+01,4.443044066429138184e-01
6.260990524291992188e+01,1.001381993293762207e+00
4.384062194824218750e+01,1.000559236854314804e-02
4.085339736938476562e+01,8.078259974718093872e-02
6.203224945068359375e+01,9.794768095016479492e-01
5.314131927490234375e+01,9.791433066129684448e-02
6.902897644042968750e+01,4.480430111289024353e-02
2.640075683593750000e+01,1.275660179089754820e-04
1.005683822631835938e+02,1.276005744934082031e+00
8.367198181152343750e+01,1.310926675796508789e+00
9.119758605957031250e+01,3.964943289756774902e-01
1.109414291381835938e+02,1.257674336433410645e+00
4.827007293701171875e+01,2.479845136404037476e-01
6.981404113769531250e+01,9.941886067390441895e-01
4.071854782104492188e+01,1.866132020950317383e-01
6.135144805908203125e+01,3.601077795028686523e-01
5.500909042358398438e+01,1.329765915870666504e-01
7.310950469970703125e+01,8.330959677696228027e-01
0.000000000000000000e+00,0.000000000000000000e+00
3.275667953491210938e+01,1.974596641957759857e-03
4.257933807373046875e+01,6.060425937175750732e-02
1.900000000000000000e+01,7.735169027000665665e-03
8.190848541259765625e+01,1.025700807571411133e+00
9.437160491943359375e+01,1.432722210884094238e+00
2.507987213134765625e+01,5.920418538153171539e-03
6.527633666992187500e+01,3.597939908504486084e-01
9.002221679687500000e+01,4.915001094341278076e-01
6.624198150634765625e+01,8.538414835929870605e-01
8.558621215820312500e+01,1.378371477127075195e+00
6.082762527465820312e+01,1.414656877517700195e+00
5.900847244262695312e+01,4.544302225112915039e-01
9.143850708007812500e+01,1.359316349029541016e+00
5.793962478637695312e+01,2.942160665988922119e-01
5.503635025024414062e+01,1.084777474403381348e+00
4.648655700683593750e+01,2.269797623157501221e-01
6.609841156005859375e+01,4.154140949249267578e-01
2.376972770690917969e+01,1.673595160245895386e-01
6.476110076904296875e+01,9.161884784698486328e-01
3.275667953491210938e+01,1.974596641957759857e-03
0.000000000000000000e+00,0.000000000000000000e+00
1.720465087890625000e+01,8.445751667022705078e-02
1.476482295989990234e+01,1.893413835205137730e-03
5.603570175170898438e+01,1.117683053016662598e+00
7.150524139404296875e+01,1.541074395179748535e+00
8.602325439453125000e+00,1.056758454069495201e-03
3.546829605102539062e+01,4.150770604610443115e-01
5.869412231445312500e+01,5.557808279991149902e-01
4.687216567993164062e+01,9.379377365112304688e-01
6.847627258300781250e+01,7.804396152496337891e-01
4.404542922973632812e+01,8.078016042709350586e-01
5.069516754150390625e+01,1.470712125301361084e-01
7.433034515380859375e+01,7.661176323890686035e-01
5.060632324218750000e+01,6.340380758047103882e-02
3.827531814575195312e+01,5.638668537139892578e-01
3.905124664306640625e+01,3.452467918395996094e-02
5.554277801513671875e+01,1.252526491880416870e-01
1.526433753967285156e+01,1.403756439685821533e-02
4.925444030761718750e+01,4.443044066429138184e-01
4.257933807373046875e+01,6.060425937175750732e-02
1.720465087890625000e+01,8.445751667022705078e-02
0.000000000000000000e+00,0.000000000000000000e+00
2.404162979125976562e+01,1.116422787308692932e-01
4.024922180175781250e+01,5.876596570014953613e-01
5.481787872314453125e+01,9.039910435676574707e-01
1.923538398742675781e+01,1.044088453054428101e-01
2.302172851562500000e+01,1.250676065683364868e-01
4.825971221923828125e+01,2.069261521100997925e-01
2.968164443969726562e+01,4.594889581203460693e-01
8.732124328613281250e+01,1.482437729835510254e+00
6.688796234130859375e+01,1.520059466361999512e+00
7.224956512451171875e+01,5.149895548820495605e-01
9.577577972412109375e+01,1.462673902511596680e+00
4.767599105834960938e+01,3.433142602443695068e-01
5.608029937744140625e+01,1.177311420440673828e+00
3.705401611328125000e+01,2.703348100185394287e-01
5.800862121582031250e+01,4.733985364437103271e-01
3.601388549804687500e+01,2.048552334308624268e-01
6.260990524291992188e+01,1.001381993293762207e+00
1.900000000000000000e+01,7.735169027000665665e-03
1.476482295989990234e+01,1.893413835205137730e-03
2.404162979125976562e+01,1.116422787308692932e-01
0.000000000000000000e+00,0.000000000000000000e+00
6.407807922363281250e+01,1.211581707000732422e+00
7.769813537597656250e+01,1.651003003120422363e+00
6.324555397033691406e+00,1.211222115671262145e-04
4.638965225219726562e+01,4.730387330055236816e-01
7.102816009521484375e+01,6.225534081459045410e-01
5.044799423217773438e+01,1.024114251136779785e+00
4.210700607299804688e+01,1.365049183368682861e-02
1.019803905487060547e+01,1.747371815145015717e-02
3.361547088623046875e+01,1.467586755752563477e-01
3.956008148193359375e+01,1.181392371654510498e-02
7.051950073242187500e+01,2.650071680545806885e-01
2.920616340637207031e+01,2.458273083902895451e-04
6.216912460327148438e+01,3.373070657253265381e-01
6.673080444335937500e+01,1.703040301799774170e-01
3.471310806274414062e+01,4.200457632541656494e-01
4.384062194824218750e+01,1.000559236854314804e-02
8.190848541259765625e+01,1.025700807571411133e+00
5.603570175170898438e+01,1.117683053016662598e+00
4.024922180175781250e+01,5.876596570014953613e-01
6.407807922363281250e+01,1.211581707000732422e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.746424865722656250e+01,3.392773866653442383e-02
5.948109054565429688e+01,1.187474846839904785e+00
2.302172851562500000e+01,1.705199480056762695e-01
2.594224357604980469e+01,9.715577960014343262e-02
2.118962097167968750e+01,7.873624563217163086e-03
2.785677719116210938e+01,4.537304397672414780e-03
1.081665420532226562e+01,2.704690676182508469e-03
4.738143157958984375e+01,3.218131661415100098e-01
2.213594436645507812e+01,5.700697191059589386e-03
7.424284362792968750e+01,4.885776638984680176e-01
3.006659317016601562e+01,3.994950279593467712e-02
6.811754608154296875e+01,5.851886868476867676e-01
6.718630981445312500e+01,3.562584817409515381e-01
5.161395263671875000e+01,6.927302479743957520e-01
4.085339736938476562e+01,8.078259974718093872e-02
9.437160491943359375e+01,1.432722210884094238e+00
7.150524139404296875e+01,1.541074395179748535e+00
